xgb_for_kap,cat_for_kap,lgb_for_kap,xgb_for_cox,cat_for_cox,rank_ensemble
0.674178898266425,0.6733796645398525,0.6725169881288431,0.6719739976829171,0.6707201406861238,0.6805842162475929
