iter	Passed	Remaining
340	54837	910048
341	55004	909982
342	55181	910094
343	55357	910186
344	55522	910092
345	55684	909946
346	55822	909407
347	55985	909287
348	56160	909341
349	56315	909100
350	56497	909270
351	56658	909110
352	56804	908708
353	56967	908578
354	57126	908389
355	57277	908074
356	57425	907701
357	57571	907312
358	57736	907212
359	57915	907349
360	58068	907063
361	58240	907074
362	58391	906760
363	58546	906512
364	58714	906454
365	58853	905960
366	58989	905412
367	59140	905111
368	59298	904905
369	59478	905031
370	59631	904753
371	59801	904740
372	59957	904508
373	60120	904378
374	60269	904046
375	60419	903719
376	60582	903601
377	60735	903323
378	60888	903046
379	61039	902746
380	61203	902627
381	61367	902516
382	61529	902385
383	61682	902107
384	61830	901768
385	61989	901574
386	62140	901283
387	62309	901236
388	62483	901279
389	62646	901142
390	62805	900967
391	62976	900954
392	63127	900646
393	63285	900455
394	63444	900270
395	63601	900055
396	63779	900135
397	63940	899990
398	64098	899788
399	64282	899960
400	64449	899877
401	64625	899935
402	64777	899645
403	64938	899500
404	65115	899564
405	65266	899264
406	65423	899051
407	65580	898839
408	65749	898793
409	65908	898601
410	66074	898509
411	66218	898126
412	66377	897942
413	66538	897788
414	66701	897656
415	66861	897486
416	67021	897316
417	67197	897359
418	67358	897203
419	67531	897200
420	67691	897027
421	67854	896903
422	68012	896707
423	68175	896566
424	68332	896367
425	68503	896337
426	68653	896030
427	68827	896043
428	69000	896037
429	69166	895948
430	69314	895614
431	69477	895485
432	69640	895359
433	69801	895199
434	69967	895100
435	70147	895181
436	70305	894987
437	70476	894949
438	70646	894914
439	70791	894545
440	70944	894285
441	71105	894125
442	71272	894047
443	71422	893741
444	71582	893578
445	71751	893515
446	71911	893337
447	72080	893289
448	72241	893127
449	72387	892777
450	72536	892467
451	72682	892130
452	72837	891898
453	73015	891949
454	73167	891684
455	73321	891431
456	73484	891297
457	73639	891067
458	73810	891030
459	73981	890994
460	74127	890656
461	74281	890411
462	74444	890282
463	74611	890187
464	74755	889834
465	74898	889459
466	75042	889101
467	75188	888762
468	75332	888411
469	75481	888115
470	75643	887967
471	75812	887911
472	75980	887833
473	76146	887738
474	76297	887465
475	76431	886993
476	76578	886675
477	76729	886398
478	76878	886108
479	77034	885896
480	77206	885864
481	77359	885622
482	77518	885446
483	77674	885231
484	77836	885089
485	78002	884985
486	78154	884729
487	78317	884608
488	78465	884299
489	78624	884126
490	78787	883988
491	78942	883767
492	79109	883682
493	79265	883474
494	79426	883314
495	79573	883006
496	79712	882606
497	79874	882469
498	80056	882547
499	80199	882194
500	80355	881980
501	80503	881693
502	80683	881742
503	80835	881495
504	80990	881275
505	81134	880939
506	81282	880642
507	81413	880161
508	81562	879881
509	81710	879591
510	81867	879399
511	82046	879439
512	82202	879233
513	82361	879054
514	82513	878811
515	82684	878761
516	82842	878582
517	83017	878574
518	83175	878396
519	83322	878091
520	83460	877691
521	83623	877570
522	83790	877480
523	83956	877379
524	84106	877111
525	84279	877086
526	84432	876843
527	84579	876552
528	84747	876474
529	84924	876483
530	85052	875991
531	85199	875696
532	85351	875455
533	85512	875305
534	85680	875225
535	85825	874903
536	85986	874758
537	86162	874762
538	86290	874270
539	86443	874037
540	86593	873780
541	86727	873360
542	86882	873142
543	87028	872842
544	87194	872745
545	87329	872337
546	87488	872164
547	87647	871996
548	87812	871883
549	87972	871731
550	88125	871502
551	88287	871363
552	88445	871183
553	88620	871172
554	88754	870751
555	88891	870371
556	89025	869955
557	89159	869543
558	89307	869273
559	89474	869181
560	89606	868750
561	89777	868702
562	89928	868458
563	90090	868322
564	90248	868142
565	90406	867964
566	90557	867719
567	90704	867443
568	90870	867340
569	91042	867303
570	91203	867156
571	91376	867116
572	91542	867015
573	91699	866831
574	91850	866588
575	91989	866234
576	92148	866072
577	92304	865874
578	92448	865565
579	92581	865158
580	92747	865054
581	92905	864878
582	93064	864719
583	93230	864615
584	93394	864495
585	93532	864136
586	93700	864053
587	93874	864032
588	94023	863770
589	94182	863606
590	94342	863445
591	94503	863306
592	94655	863075
593	94817	862935
594	94997	862961
595	95162	862844
596	95313	862615
597	95450	862244
598	95611	862098
599	95769	861929
600	95919	861675
601	96084	861564
602	96258	861534
603	96414	861349
604	96581	861253
605	96743	861108
606	96892	860854
607	97051	860693
608	97203	860468
609	97367	860342
610	97552	860409
611	97713	860266
612	97873	860107
613	98035	859967
614	98210	859939
615	98356	859664
616	98523	859563
617	98696	859519
618	98851	859318
619	99016	859205
620	99187	859147
621	99326	858809
622	99500	858773
623	99621	858273
624	99777	858088
625	99963	858157
626	100148	858207
627	100334	858272
628	100509	858249
629	100690	858268
630	100847	858081
631	101012	857968
632	101192	857980
633	101361	857896
634	101541	857904
635	101706	857791
636	101860	857581
637	102029	857496
638	102192	857365
639	102369	857340
640	102537	857250
641	102729	857356
642	102877	857101
643	103029	856870
644	103176	856604
645	103329	856387
646	103489	856231
647	103655	856117
648	103826	856046
649	103974	855792
650	104144	855713
651	104325	855727
652	104496	855654
653	104662	855547
654	104829	855443
655	104975	855170
656	105125	854927
657	105263	854583
658	105423	854422
659	105608	854470
660	105756	854211
661	105920	854087
662	106084	853959
663	106245	853804
664	106405	853640
665	106563	853470
666	106723	853311
667	106886	853171
668	107032	852900
669	107182	852664
670	107337	852459
671	107498	852309
672	107656	852131
673	107812	851943
674	107969	851761
675	108134	851641
676	108299	851516
677	108468	851432
678	108608	851113
679	108775	851006
680	108919	850726
681	109078	850553
682	109240	850411
683	109401	850261
684	109531	849865
685	109682	849641
686	109844	849494
687	110016	849433
688	110174	849257
689	110335	849105
690	110498	848970
691	110644	848704
692	110800	848510
693	110955	848317
694	111138	848332
695	111300	848189
696	111461	848036
697	111605	847757
698	111745	847444
699	111900	847250
700	112053	847034
701	112215	846889
702	112351	846549
703	112502	846328
704	112656	846122
705	112808	845900
706	112966	845730
707	113132	845614
708	113298	845504
709	113455	845322
710	113602	845069
711	113773	844993
712	113940	844887
713	114103	844747
714	114266	844610
715	114433	844506
716	114601	844404
717	114753	844188
718	114892	843875
719	115015	843450
720	115182	843337
721	115354	843268
722	115499	843003
723	115662	842864
724	115836	842813
725	115995	842642
726	116150	842454
727	116292	842163
728	116453	842014
729	116629	841968
730	116780	841746
731	116958	841714
732	117119	841569
733	117266	841314
734	117434	841216
735	117580	840959
736	117743	840822
737	117892	840583
738	118064	840510
739	118238	840451
740	118403	840327
741	118547	840058
742	118699	839841
743	118835	839513
744	118982	839269
745	119142	839105
746	119295	838902
747	119439	838628
748	119597	838459
749	119776	838435
750	119935	838269
751	120114	838244
752	120277	838111
753	120450	838044
754	120608	837867
755	120786	837838
756	120954	837730
757	121131	837691
758	121274	837417
759	121421	837167
760	121570	836934
761	121737	836827
762	121881	836556
763	122045	836424
764	122194	836195
765	122352	836020
766	122526	835957
767	122675	835724
768	122835	835567
769	122993	835394
770	123138	835140
771	123241	834594
772	123378	834278
773	123541	834143
774	123706	834018
775	123869	833884
776	124001	833541
777	124168	833427
778	124315	833183
779	124461	832935
780	124604	832662
781	124751	832419
782	124916	832294
783	125097	832284
784	125245	832042
785	125415	831953
786	125589	831893
787	125729	831598
788	125897	831495
789	126062	831371
790	126220	831204
791	126364	830942
792	126500	830626
793	126658	830457
794	126821	830322
795	126997	830272
796	127128	829923
797	127262	829595
798	127404	829324
799	127550	829076
800	127718	828974
801	127862	828715
802	128030	828609
803	128180	828389
804	128335	828199
805	128467	827864
806	128619	827656
807	128773	827462
808	128913	827180
809	129055	826914
810	129229	826846
811	129372	826583
812	129522	826363
813	129664	826095
814	129834	826000
815	129997	825864
816	130146	825640
817	130299	825442
818	130473	825377
819	130626	825177
820	130786	825024
821	130950	824892
822	131115	824767
823	131276	824621
824	131430	824425
825	131594	824295
826	131754	824145
827	131913	823978
828	132063	823762
829	132210	823529
830	132363	823329
831	132535	823250
832	132697	823109
833	132856	822948
834	133000	822690
835	133162	822547
836	133336	822479
837	133512	822426
838	133681	822324
839	133841	822167
840	133996	821981
841	134174	821939
842	134319	821690
843	134483	821560
844	134640	821387
845	134786	821143
846	134936	820930
847	135093	820756
848	135266	820678
849	135436	820588
850	135578	820323
851	135714	820022
852	135878	819889
853	136035	819718
854	136185	819503
855	136342	819330
856	136508	819209
857	136657	818990
858	136817	818836
859	136992	818770
860	137153	818617
861	137310	818444
862	137460	818229
863	137589	817892
864	137744	817706
865	137887	817451
866	138052	817325
867	138210	817159
868	138370	817004
869	138548	816956
870	138681	816645
871	138841	816490
872	138991	816277
873	139157	816154
874	139326	816055
875	139486	815900
876	139639	815704
877	139794	815520
878	139958	815387
879	140120	815248
880	140275	815065
881	140438	814924
882	140603	814800
883	140778	814730
884	140951	814649
885	141101	814437
886	141255	814247
887	141398	813998
888	141549	813788
889	141715	813668
890	141881	813550
891	142050	813445
892	142204	813254
893	142380	813192
894	142545	813065
895	142699	812875
896	142857	812708
897	143015	812547
898	143176	812392
899	143352	812330
900	143522	812232
901	143689	812116
902	143827	811837
903	143992	811708
904	144146	811522
905	144307	811370
906	144452	811131
907	144598	810897
908	144754	810723
909	144924	810620
910	145092	810513
911	145268	810444
912	145430	810298
913	145569	810027
914	145721	809831
915	145846	809480
916	146009	809342
917	146164	809156
918	146309	808920
919	146468	808758
920	146636	808648
921	146799	808514
922	146965	808391
923	147101	808105
924	147252	807896
925	147412	807746
926	147575	807608
927	147750	807533
928	147889	807262
929	148041	807067
930	148218	807005
931	148377	806845
932	148539	806696
933	148710	806602
934	148878	806493
935	149046	806380
936	149207	806229
937	149376	806121
938	149535	805963
939	149704	805856
940	149861	805683
941	149986	805341
942	150146	805189
943	150314	805076
944	150472	804907
945	150641	804800
946	150821	804750
947	150987	804629
948	151167	804578
949	151338	804485
950	151495	804314
951	151660	804184
952	151826	804060
953	151963	803780
954	152098	803493
955	152272	803413
956	152454	803373
957	152608	803185
958	152767	803024
959	152906	802759
960	153069	802620
961	153223	802433
962	153375	802236
963	153537	802090
964	153704	801972
965	153845	801715
966	154004	801553
967	154161	801387
968	154326	801257
969	154495	801144
970	154647	800947
971	154801	800764
972	154982	800715
973	155146	800580
974	155307	800429
975	155457	800222
976	155593	799943
977	155748	799763
978	155909	799611
979	156077	799500
980	156246	799391
981	156410	799251
982	156569	799094
983	156722	798904
984	156889	798783
985	157024	798497
986	157184	798343
987	157317	798053
988	157462	797820
989	157630	797708
990	157764	797420
991	157928	797282
992	158093	797156
993	158251	796991
994	158405	796804
995	158558	796612
996	158720	796468
997	158869	796255
998	159023	796072
999	159191	795958
1000	159368	795887
1001	159507	795628
1002	159672	795499
1003	159827	795316
1004	159982	795135
1005	160150	795022
1006	160309	794862
1007	160471	794715
1008	160637	794590
1009	160828	794590
1010	160988	794431
1011	161167	794372
1012	161318	794171
1013	161445	793852
1014	161600	793671
1015	161768	793558
1016	161926	793390
1017	162092	793263
1018	162243	793068
1019	162405	792923
1020	162572	792802
1021	162746	792710
1022	162903	792542
1023	163073	792437
1024	163237	792299
1025	163386	792088
1026	163546	791934
1027	163711	791804
1028	163889	791735
1029	164049	791580
1030	164206	791408
1031	164355	791197
1032	164522	791078
1033	164691	790964
1034	164854	790821
1035	165017	790680
1036	165155	790421
1037	165317	790273
1038	165476	790116
1039	165632	789940
1040	165795	789799
1041	165976	789743
1042	166135	789580
1043	166312	789504
1044	166481	789395
1045	166619	789131
1046	166758	788879
1047	166918	788723
1048	167082	788582
1049	167239	788416
1050	167402	788273
1051	167548	788051
1052	167695	787836
1053	167855	787680
1054	168008	787487
1055	168182	787399
1056	168333	787203
1057	168513	787140
1058	168675	786992
1059	168832	786822
1060	168998	786695
1061	169153	786515
1062	169315	786370
1063	169495	786305
1064	169660	786173
1065	169824	786035
1066	169980	785860
1067	170154	785770
1068	170297	785536
1069	170477	785472
1070	170644	785349
1071	170811	785223
1072	170986	785137
1073	171129	784898
1074	171293	784761
1075	171447	784578
1076	171611	784442
1077	171794	784388
1078	171968	784297
1079	172133	784161
1080	172265	783880
1081	172428	783736
1082	172601	783639
1083	172767	783508
1084	172922	783332
1085	173093	783224
1086	173261	783103
1087	173423	782953
1088	173590	782831
1089	173750	782672
1090	173922	782570
1091	174057	782302
1092	174217	782147
1093	174392	782058
1094	174558	781927
1095	174723	781790
1096	174890	781665
1097	175061	781560
1098	175252	781539
1099	175405	781350
1100	175570	781217
1101	175740	781105
1102	175915	781015
1103	176086	780903
1104	176253	780779
1105	176412	780617
1106	176575	780472
1107	176719	780246
1108	176883	780104
1109	177043	779947
1110	177206	779803
1111	177385	779730
1112	177535	779529
1113	177712	779446
1114	177872	779287
1115	178030	779123
1116	178192	778972
1117	178362	778859
1118	178496	778590
1119	178657	778438
1120	178799	778200
1121	178962	778058
1122	179133	777947
1123	179295	777796
1124	179446	777600
1125	179598	777410
1126	179779	777344
1127	179920	777103
1128	180081	776951
1129	180270	776916
1130	180443	776816
1131	180624	776750
1132	180787	776605
1133	180950	776459
1134	181105	776280
1135	181259	776096
1136	181421	775949
1137	181601	775874
1138	181769	775751
1139	181939	775638
1140	182078	775391
1141	182230	775198
1142	182404	775099
1143	182570	774968
1144	182753	774908
1145	182902	774701
1146	183062	774544
1147	183229	774416
1148	183388	774254
1149	183562	774156
1150	183723	773999
1151	183892	773881
1152	184071	773803
1153	184255	773744
1154	184405	773544
1155	184552	773333
1156	184715	773185
1157	184890	773091
1158	185047	772919
1159	185230	772857
1160	185385	772680
1161	185551	772545
1162	185707	772370
1163	185869	772221
1164	186052	772157
1165	186189	771904
1166	186338	771701
1167	186522	771639
1168	186691	771520
1169	186830	771275
1170	186981	771079
1171	187116	770818
1172	187272	770644
1173	187423	770449
1174	187589	770312
1175	187751	770163
1176	187891	769922
1177	188022	769648
1178	188166	769422
1179	188321	769246
1180	188488	769115
1181	188640	768925
1182	188802	768777
1183	188931	768493
1184	189085	768310
1185	189249	768168
1186	189422	768061
1187	189568	767849
1188	189723	767671
1189	189894	767555
1190	190045	767363
1191	190193	767157
1192	190352	766993
1193	190519	766865
1194	190679	766708
1195	190850	766593
1196	191025	766495
1197	191172	766286
1198	191325	766100
1199	191482	765931
1200	191651	765808
1201	191815	765668
1202	191972	765497
1203	192134	765344
1204	192306	765236
1205	192436	764959
1206	192600	764818
1207	192766	764683
1208	192938	764572
1209	193091	764385
1210	193254	764242
1211	193417	764093
1212	193581	763953
1213	193745	763812
1214	193897	763619
1215	194059	763471
1216	194227	763342
1217	194391	763201
1218	194570	763119
1219	194738	762990
1220	194903	762854
1221	195046	762629
1222	195182	762378
1223	195350	762249
1224	195514	762106
1225	195664	761909
1226	195831	761779
1227	196000	761655
1228	196161	761501
1229	196296	761249
1230	196455	761084
1231	196634	761002
1232	196787	760816
1233	196945	760648
1234	197114	760528
1235	197281	760396
1236	197447	760261
1237	197610	760113
1238	197784	760009
1239	197949	759869
1240	198121	759757
1241	198269	759552
1242	198432	759408
1243	198610	759318
1244	198738	759037
1245	198900	758885
1246	199059	758725
1247	199200	758495
1248	199360	758335
1249	199525	758195
1250	199685	758038
1251	199830	757824
1252	199999	757698
1253	200172	757591
1254	200329	757419
1255	200483	757240
1256	200637	757059
1257	200771	756803
1258	200931	756645
1259	201084	756461
1260	201233	756262
1261	201394	756105
1262	201528	755851
1263	201694	755715
1264	201849	755540
1265	201989	755304
1266	202140	755114
1267	202275	754862
1268	202439	754720
1269	202603	754578
1270	202771	754448
1271	202937	754314
1272	203087	754119
1273	203254	753987
1274	203410	753814
1275	203590	753729
1276	203733	753510
1277	203878	753295
1278	204044	753160
1279	204217	753053
1280	204354	752809
1281	204507	752626
1282	204650	752406
1283	204812	752254
1284	204965	752071
1285	205140	751968
1286	205323	751895
1287	205493	751774
1288	205660	751643
1289	205836	751543
1290	205990	751362
1291	206147	751192
1292	206311	751051
1293	206491	750966
1294	206635	750750
1295	206792	750581
1296	206916	750292
1297	207076	750135
1298	207240	749991
1299	207411	749870
1300	207568	749702
1301	207734	749567
1302	207888	749386
1303	208053	749248
1304	208203	749053
1305	208343	748824
1306	208512	748698
1307	208674	748546
1308	208835	748392
1309	209015	748308
1310	209181	748170
1311	209352	748050
1312	209516	747908
1313	209683	747774
1314	209848	747635
1315	210007	747474
1316	210187	747384
1317	210345	747221
1318	210529	747147
1319	210682	746964
1320	210846	746822
1321	211009	746673
1322	211192	746595
1323	211363	746478
1324	211518	746301
1325	211678	746144
1326	211863	746074
1327	212027	745926
1328	212191	745783
1329	212335	745569
1330	212510	745463
1331	212671	745307
1332	212814	745091
1333	212958	744874
1334	213125	744740
1335	213288	744592
1336	213455	744458
1337	213638	744380
1338	213776	744147
1339	213935	743985
1340	214095	743825
1341	214269	743716
1342	214430	743561
1343	214593	743413
1344	214757	743267
1345	214934	743167
1346	215101	743033
1347	215279	742937
1348	215439	742778
1349	215608	742651
1350	215760	742465
1351	215933	742351
1352	216106	742238
1353	216275	742108
1354	216442	741975
1355	216620	741875
1356	216779	741716
1357	216932	741532
1358	217086	741351
1359	217230	741138
1360	217387	740968
1361	217553	740833
1362	217723	740705
1363	217890	740571
1364	218060	740447
1365	218224	740303
1366	218400	740198
1367	218556	740023
1368	218683	739755
1369	218847	739608
1370	219031	739530
1371	219187	739358
1372	219370	739277
1373	219534	739130
1374	219692	738964
1375	219864	738846
1376	220078	738870
1377	220245	738735
1378	220412	738598
1379	220565	738416
1380	220728	738265
1381	220905	738163
1382	221076	738042
1383	221237	737884
1384	221408	737763
1385	221590	737676
1386	221754	737529
1387	221936	737444
1388	222095	737280
1389	222246	737092
1390	222395	736894
1391	222542	736693
1392	222712	736566
1393	222880	736433
1394	223054	736318
1395	223215	736165
1396	223392	736059
1397	223544	735872
1398	223692	735676
1399	223849	735504
1400	224014	735361
1401	224172	735197
1402	224327	735019
1403	224484	734849
1404	224652	734716
1405	224831	734619
1406	224970	734393
1407	225134	734245
1408	225296	734091
1409	225454	733925
1410	225625	733804
1411	225792	733665
1412	225968	733558
1413	226136	733424
1414	226315	733324
1415	226479	733178
1416	226630	732990
1417	226784	732811
1418	226951	732675
1419	227118	732537
1420	227297	732438
1421	227455	732273
1422	227624	732141
1423	227772	731941
1424	227929	731773
1425	228112	731686
1426	228274	731534
1427	228438	731386
1428	228651	731397
1429	228852	731366
1430	229065	731378
1431	229270	731360
1432	229433	731209
1433	229609	731100
1434	229772	730949
1435	229934	730794
1436	230102	730659
1437	230268	730518
1438	230407	730290
1439	230580	730173
1440	230746	730030
1441	230921	729915
1442	231095	729799
1443	231270	729687
1444	231439	729555
1445	231593	729375
1446	231761	729239
1447	231929	729105
1448	232091	728950
1449	232267	728839
1450	232426	728675
1451	232596	728547
1452	232746	728355
1453	232885	728127
1454	233051	727986
1455	233214	727832
1456	233374	727674
1457	233522	727474
1458	233698	727364
1459	233855	727194
1460	234034	727092
1461	234188	726914
1462	234365	726803
1463	234533	726669
1464	234714	726572
1465	234872	726405
1466	235038	726265
1467	235212	726147
1468	235373	725989
1469	235548	725874
1470	235714	725730
1471	235879	725584
1472	236050	725459
1473	236214	725310
1474	236384	725181
1475	236562	725073
1476	236722	724911
1477	236856	724672
1478	237020	724523
1479	237179	724359
1480	237351	724234
1481	237522	724105
1482	237700	724000
1483	237833	723757
1484	238001	723621
1485	238170	723488
1486	238331	723328
1487	238511	723229
1488	238678	723087
1489	238850	722962
1490	239004	722783
1491	239140	722550
1492	239296	722378
1493	239473	722266
1494	239623	722075
1495	239777	721897
1496	239936	721731
1497	240097	721576
1498	240264	721435
1499	240451	721353
1500	240603	721170
1501	240765	721014
1502	240902	720785
1503	241068	720641
1504	241252	720551
1505	241415	720399
1506	241600	720311
1507	241761	720154
1508	241927	720012
1509	242101	719892
1510	242257	719718
1511	242431	719599
1512	242593	719443
1513	242762	719307
1514	242915	719125
1515	243057	718912
1516	243226	718777
1517	243404	718669
1518	243549	718464
1519	243711	718306
1520	243864	718125
1521	244021	717956
1522	244180	717792
1523	244341	717632
1524	244512	717505
1525	244698	717417
1526	244848	717229
1527	245002	717048
1528	245157	716873
1529	245315	716707
1530	245488	716584
1531	245642	716405
1532	245814	716276
1533	245966	716091
1534	246122	715921
1535	246287	715773
1536	246459	715646
1537	246623	715496
1538	246797	715376
1539	246964	715234
1540	247141	715123
1541	247308	714982
1542	247488	714878
1543	247641	714695
1544	247803	714541
1545	247960	714370
1546	248117	714199
1547	248280	714045
1548	248435	713872
1549	248584	713677
1550	248735	713490
1551	248912	713378
1552	249083	713247
1553	249243	713087
1554	249408	712938
1555	249591	712843
1556	249759	712703
1557	249933	712583
1558	250087	712403
1559	250247	712243
1560	250410	712090
1561	250571	711930
1562	250751	711827
1563	250913	711669
1564	251086	711544
1565	251253	711402
1566	251432	711295
1567	251578	711093
1568	251741	710940
1569	251903	710784
1570	252067	710635
1571	252243	710518
1572	252406	710365
1573	252586	710258
1574	252779	710190
1575	252960	710086
1576	253108	709890
1577	253271	709737
1578	253453	709638
1579	253602	709445
1580	253753	709257
1581	253901	709062
1582	254066	708914
1583	254233	708772
1584	254390	708603
1585	254562	708474
1586	254730	708332
1587	254892	708178
1588	255067	708058
1589	255223	707883
1590	255393	707748
1591	255539	707549
1592	255706	707406
1593	255869	707252
1594	256041	707124
1595	256203	706966
1596	256367	706816
1597	256512	706614
1598	256676	706461
1599	256852	706343
1600	257004	706159
1601	257149	705958
1602	257299	705768
1603	257454	705591
1604	257616	705434
1605	257773	705266
1606	257923	705076
1607	258099	704958
1608	258251	704774
1609	258415	704623
1610	258563	704429
1611	258713	704241
1612	258864	704052
1613	259046	703951
1614	259198	703767
1615	259366	703628
1616	259504	703406
1617	259670	703262
1618	259826	703088
1619	259996	702952
1620	260146	702763
1621	260322	702645
1622	260478	702474
1623	260628	702284
1624	260786	702117
1625	260956	701981
1626	261121	701834
1627	261265	701630
1628	261400	701400
1629	261560	701239
1630	261744	701140
1631	261911	700998
1632	262083	700867
1633	262244	700708
1634	262401	700540
1635	262561	700378
1636	262737	700259
1637	262881	700053
1638	263024	699847
1639	263174	699659
1640	263356	699555
1641	263509	699376
1642	263671	699219
1643	263829	699052
1644	263989	698888
1645	264141	698707
1646	264310	698568
1647	264471	698409
1648	264633	698254
1649	264808	698130
1650	264966	697964
1651	265122	697792
1652	265290	697652
1653	265452	697496
1654	265606	697316
1655	265763	697148
1656	265942	697034
1657	266078	696810
1658	266238	696649
1659	266389	696463
1660	266548	696300
1661	266692	696096
1662	266845	695915
1663	267024	695805
