iter	RMSE
1513	0.129454572
1514	0.1294230665
1515	0.1293881749
1516	0.1293361705
1517	0.1292845012
1518	0.1292517953
1519	0.1291920693
1520	0.1291480461
1521	0.129088392
1522	0.1290263022
1523	0.129017537
1524	0.1289820716
1525	0.1289370714
1526	0.1289352093
1527	0.128928919
1528	0.1288855261
1529	0.1288708539
1530	0.1288331444
1531	0.1288313853
1532	0.1288151175
1533	0.1287853712
1534	0.1287345516
1535	0.128693578
1536	0.1286601775
1537	0.1286470302
1538	0.128594017
1539	0.1285704712
1540	0.1285565972
1541	0.1285245486
1542	0.1285181173
1543	0.1284792622
1544	0.1284653735
1545	0.1284595498
1546	0.1284186651
1547	0.1283519247
1548	0.1283169307
1549	0.1282504061
1550	0.1282371251
1551	0.1282325896
1552	0.1281984315
1553	0.1281350255
1554	0.1281046927
1555	0.1280595584
1556	0.1280335242
1557	0.1279736818
1558	0.1279364402
1559	0.1278881379
1560	0.1278482595
1561	0.1278087653
1562	0.1277821389
1563	0.1277349368
1564	0.127730602
1565	0.1276879489
1566	0.1276727991
1567	0.1276538116
1568	0.1276052881
1569	0.1275996195
1570	0.1275781456
1571	0.127546985
1572	0.1275390932
1573	0.1275013145
1574	0.1274680209
1575	0.1274368022
1576	0.1273954294
1577	0.1273533036
1578	0.1273187347
1579	0.1272842749
1580	0.1272652626
1581	0.1272599342
1582	0.1272192029
1583	0.1271529058
1584	0.127116686
1585	0.1271039506
1586	0.1270691533
1587	0.1270561644
1588	0.1270209547
1589	0.126972367
1590	0.1269694372
1591	0.1269384347
1592	0.1268999219
1593	0.1268704104
1594	0.1268320309
1595	0.1268040741
1596	0.1267491404
1597	0.1267415979
1598	0.126693774
1599	0.1266393562
1600	0.1265575759
1601	0.1265419968
1602	0.1265215005
1603	0.1264417475
1604	0.1263931534
1605	0.1263635742
1606	0.1263587427
1607	0.1262877537
1608	0.1262830693
1609	0.1262439262
1610	0.1261937692
1611	0.1261577544
1612	0.1261162575
1613	0.1260666138
1614	0.1260509596
1615	0.1260213606
1616	0.126008831
1617	0.1259518866
1618	0.1259227159
1619	0.1258587006
1620	0.1258467383
1621	0.1258093216
1622	0.125749735
1623	0.1256693812
1624	0.1256290256
1625	0.1256135484
1626	0.1255670283
1627	0.1255389629
1628	0.125469023
1629	0.1254503904
1630	0.1253867751
1631	0.125358883
1632	0.1253211683
1633	0.12524812
1634	0.1252028616
1635	0.1251558629
1636	0.1251125969
1637	0.1250445215
1638	0.1249844641
1639	0.1249662043
1640	0.1249290711
1641	0.1249162998
1642	0.1249116417
1643	0.1248678939
1644	0.1248309102
1645	0.1248030504
1646	0.1247725494
1647	0.1247594306
1648	0.1247325361
1649	0.1246451842
1650	0.1246133459
1651	0.1245853194
1652	0.1245626979
1653	0.1245231485
1654	0.1245206479
1655	0.1245011138
1656	0.1244358894
1657	0.124426267
1658	0.1243927048
1659	0.12437996
1660	0.1243501733
1661	0.1243291752
1662	0.1243040147
1663	0.124261981
1664	0.1242390517
1665	0.1241823171
1666	0.1241311509
1667	0.1241167394
1668	0.1240766141
1669	0.1240649643
1670	0.1240205512
1671	0.1239933755
1672	0.1239582074
1673	0.1239395148
1674	0.1238826334
1675	0.1238143931
1676	0.1238014947
1677	0.1237902359
1678	0.1237333256
1679	0.1237130948
1680	0.1237058838
1681	0.1236998199
1682	0.1236428216
1683	0.1235990284
1684	0.1235680944
1685	0.1235301025
1686	0.1235171566
1687	0.1234834516
1688	0.123438384
1689	0.1233974929
1690	0.1233703941
1691	0.1233469267
1692	0.1233324012
1693	0.1232873154
1694	0.1232375736
1695	0.1232327715
1696	0.1232190771
1697	0.123159259
1698	0.1231462898
1699	0.1230858322
1700	0.123053189
1701	0.123047381
1702	0.1229970626
1703	0.1229591787
1704	0.1229333867
1705	0.1229149718
1706	0.1229010096
1707	0.1228851964
1708	0.1228621132
1709	0.1228009282
1710	0.1227856273
1711	0.1227253217
1712	0.1226943533
1713	0.1226477066
1714	0.1226459793
1715	0.1226357473
1716	0.122604685
1717	0.1225862362
1718	0.1225736675
1719	0.1225470455
1720	0.1225167465
1721	0.1225022094
1722	0.1224542091
1723	0.1224365319
1724	0.1224257481
1725	0.1224136299
1726	0.1224069862
1727	0.1223572807
1728	0.1223066843
1729	0.1223050919
1730	0.1222184368
1731	0.1222171249
1732	0.1221958751
1733	0.1221879632
1734	0.1221668076
1735	0.12214005
1736	0.1220619497
1737	0.1220421848
1738	0.1219837982
1739	0.1219821399
1740	0.12195608
1741	0.1219421671
1742	0.1219218194
1743	0.1219150285
1744	0.1218925443
1745	0.1218842655
1746	0.1218232958
1747	0.1217917072
1748	0.1217728388
1749	0.1217495822
1750	0.1217006403
1751	0.1216509262
1752	0.1216045649
1753	0.121562694
1754	0.121503334
1755	0.1214693658
1756	0.1214611647
1757	0.1214420399
1758	0.1214407008
1759	0.1214057809
1760	0.1213808167
1761	0.1213390165
1762	0.121325127
1763	0.1212802171
1764	0.1212345185
1765	0.1211765866
1766	0.1211762688
1767	0.1211468412
1768	0.121094042
1769	0.1210937284
1770	0.1210931312
1771	0.1210560225
1772	0.1210557164
1773	0.1210541679
1774	0.1210245083
1775	0.1209962121
1776	0.1209909209
1777	0.1209906346
1778	0.1209653103
1779	0.1209502106
1780	0.1209433842
1781	0.1208857411
1782	0.1208338742
1783	0.1207972722
1784	0.1207939566
1785	0.1207935583
1786	0.1207666553
1787	0.1207382608
1788	0.1207375646
1789	0.120711994
1790	0.1207057211
1791	0.1207054843
1792	0.1206770155
1793	0.1206662398
1794	0.1206420324
1795	0.1206019757
1796	0.1205355911
1797	0.120495069
1798	0.1204946093
1799	0.1204465194
1800	0.1204348945
1801	0.1204137661
1802	0.1203923045
1803	0.1203460688
1804	0.1203005859
1805	0.1203001462
1806	0.1202999893
1807	0.1202526617
1808	0.1202296717
1809	0.1202042793
1810	0.1201662056
1811	0.1201467745
1812	0.1201309175
1813	0.1201278994
1814	0.1200952335
1815	0.1200821984
1816	0.1200531432
1817	0.1200264773
1818	0.1200088821
1819	0.1199907795
1820	0.119982761
1821	0.1199153926
1822	0.1199117844
1823	0.119876486
1824	0.1198624154
1825	0.1198125002
1826	0.1197893004
1827	0.1197888699
1828	0.1197852741
1829	0.1197629369
1830	0.1197622759
1831	0.1197043295
1832	0.119696333
1833	0.1196959276
1834	0.1196667306
1835	0.1196661476
1836	0.1196369633
1837	0.1195997881
1838	0.1195754307
1839	0.1195229993
1840	0.1194923861
1841	0.1194868606
1842	0.1194566353
1843	0.1194404715
1844	0.1194364348
1845	0.1193912833
1846	0.1193868018
1847	0.1193859121
1848	0.1193822754
1849	0.1193752771
1850	0.119363083
1851	0.1193162444
1852	0.1192654103
1853	0.1192569328
1854	0.1192063194
1855	0.119185508
1856	0.119167007
1857	0.1191395049
1858	0.1191192982
1859	0.1191157756
1860	0.1190766887
1861	0.1190312354
1862	0.1190043809
1863	0.1189498441
1864	0.1189025735
1865	0.1188739963
1866	0.1188382894
1867	0.1187719221
1868	0.1187325104
1869	0.1186989767
1870	0.1186956194
1871	0.1186944521
1872	0.1186933258
1873	0.1186761873
1874	0.1186487897
1875	0.1186377657
1876	0.118616172
1877	0.1185958788
1878	0.1185743981
1879	0.1185734716
1880	0.1185452209
1881	0.1184936357
1882	0.1184697961
1883	0.1184242834
1884	0.1183941849
1885	0.118365724
1886	0.1183220023
1887	0.1183213462
1888	0.1183209292
1889	0.1183204443
1890	0.1183203512
1891	0.1183089858
1892	0.1183046612
1893	0.1182631169
1894	0.1182229186
1895	0.1181874443
1896	0.1181497609
1897	0.118093
1898	0.1180854148
1899	0.1180696636
1900	0.1180295943
1901	0.118014285
1902	0.1179487579
1903	0.117924966
1904	0.1179245755
1905	0.1179103856
1906	0.1179029448
1907	0.1178466241
1908	0.1178281844
1909	0.1178226407
1910	0.1177786069
1911	0.1177747964
1912	0.117772352
1913	0.1177389668
1914	0.1177129838
1915	0.1176991482
1916	0.1176954058
1917	0.1176527801
1918	0.1176343186
1919	0.1175869183
1920	0.1175844029
1921	0.1175459421
1922	0.117492509
1923	0.1174726203
1924	0.1174329568
1925	0.1174080675
1926	0.1174039171
1927	0.1173812145
1928	0.117329651
1929	0.117285354
1930	0.1172591411
1931	0.1172316856
1932	0.1171701952
1933	0.1171689274
1934	0.1171567179
1935	0.1171275494
1936	0.11712417
1937	0.117071269
1938	0.1170508864
1939	0.1170223453
1940	0.1169972001
1941	0.1169834781
1942	0.1169566619
1943	0.1168969035
1944	0.1168466443
1945	0.1167959551
1946	0.116763195
1947	0.1167096692
1948	0.1166848098
1949	0.1166835101
1950	0.1166685068
1951	0.1166345067
1952	0.1165958705
1953	0.1165629304
1954	0.1165321287
1955	0.1165076422
1956	0.1164949947
1957	0.1164422347
1958	0.116426971
1959	0.1163969502
1960	0.1163712323
1961	0.1162915842
1962	0.1162695644
1963	0.1162294515
1964	0.1162180494
1965	0.1161934557
1966	0.1161866943
1967	0.1161430652
1968	0.1161219133
1969	0.1160941079
1970	0.116062264
1971	0.1160618921
1972	0.1160360949
1973	0.1160355375
1974	0.1160053821
1975	0.1159840274
1976	0.1159638642
1977	0.1159616269
1978	0.1159388193
1979	0.115935747
1980	0.1159140228
1981	0.1158996188
1982	0.1158453292
1983	0.1157909527
1984	0.1157471076
1985	0.1157319646
1986	0.1157240679
1987	0.1156844429
1988	0.1156375743
1989	0.1156268947
1990	0.1156118724
1991	0.1156108925
1992	0.1155796817
1993	0.1155776588
1994	0.1155665937
1995	0.1155277386
1996	0.1155052273
1997	0.1154796548
1998	0.1154315819
1999	0.1154260174
2000	0.115424179
2001	0.1154062771
2002	0.1153832099
2003	0.1153576105
2004	0.1153130286
2005	0.1152796406
2006	0.1152292855
2007	0.1151952319
2008	0.1151549022
2009	0.1151330093
2010	0.1151077309
2011	0.1150774678
2012	0.1150677389
2013	0.115017242
2014	0.1149980557
2015	0.1149779087
2016	0.1149359999
2017	0.114914417
2018	0.1148992265
2019	0.1148991635
2020	0.1148689426
2021	0.1148570933
2022	0.1148157977
2023	0.1147643729
2024	0.114755274
2025	0.1147368253
2026	0.1147185155
2027	0.1147051974
2028	0.114664696
2029	0.1146277173
2030	0.1146077726
2031	0.1145740463
2032	0.1145477751
2033	0.1145163892
2034	0.1145068191
2035	0.1144797949
2036	0.1144276502
2037	0.114399639
2038	0.114371011
2039	0.1143466014
2040	0.1143277509
2041	0.1143085495
2042	0.1142879214
2043	0.114264474
2044	0.1142088347
2045	0.1141667037
2046	0.1141234733
2047	0.1141032743
2048	0.1140646535
2049	0.1140168348
2050	0.1140162865
2051	0.1139863391
2052	0.1139834119
2053	0.1139470175
2054	0.1139160172
2055	0.113914077
2056	0.1139140038
2057	0.1139098898
2058	0.1138610245
2059	0.1138468557
2060	0.1138360374
2061	0.1138253751
2062	0.1138147129
2063	0.113788166
2064	0.1137349484
2065	0.1137057578
2066	0.1136782632
2067	0.1136543907
2068	0.1136242727
2069	0.1135991116
2070	0.1135750384
2071	0.1135442672
2072	0.1135192988
2073	0.113468573
2074	0.1134265669
2075	0.1133819885
2076	0.1133385684
2077	0.1133098999
2078	0.1132701654
2079	0.1132525735
2080	0.1132171391
2081	0.1132135099
2082	0.1132128055
2083	0.1131917175
2084	0.1131778808
2085	0.1131723241
2086	0.1131417587
2087	0.1131374744
2088	0.1131370507
2089	0.113135719
2090	0.113111106
2091	0.1131035464
2092	0.1130808122
2093	0.1130663897
2094	0.1130271723
2095	0.1130031522
2096	0.1130020325
2097	0.1129646713
2098	0.1129602926
2099	0.112944872
2100	0.1129106822
2101	0.1129081513
2102	0.1128968221
2103	0.1128600368
2104	0.1128452092
2105	0.1128186372
2106	0.1128086991
2107	0.1127763788
2108	0.1127599696
2109	0.1127348398
2110	0.1127153702
2111	0.1126873278
2112	0.112654937
2113	0.1126166889
2114	0.1126003504
2115	0.1125848338
2116	0.1125567288
2117	0.1125360024
2118	0.1124924265
2119	0.1124687381
2120	0.1124664943
2121	0.112448963
2122	0.1124472765
2123	0.1124298832
2124	0.1124197501
2125	0.1123964282
2126	0.1123795091
2127	0.1123294814
2128	0.1123286827
2129	0.1123019063
2130	0.1122819951
2131	0.1122524925
2132	0.1122187604
2133	0.112194576
2134	0.1121852262
2135	0.1121783368
2136	0.1121579488
2137	0.112141228
2138	0.112116443
2139	0.1120799139
2140	0.1120632382
2141	0.1120627147
2142	0.1120166594
2143	0.1120038743
2144	0.1119849228
2145	0.1119595983
2146	0.1119261053
2147	0.1119251129
2148	0.1119035936
2149	0.1118739625
2150	0.1118398252
2151	0.1118279346
2152	0.1118275857
2153	0.1117951973
2154	0.1117896392
2155	0.111746412
2156	0.1117169312
2157	0.1116888327
2158	0.1116605196
2159	0.1116403179
2160	0.1116050849
2161	0.1116047427
2162	0.111602202
2163	0.1115968148
2164	0.1115627729
2165	0.1115600251
2166	0.1115493177
2167	0.111510221
2168	0.1114950465
2169	0.1114778122
2170	0.1114534964
2171	0.1114485461
2172	0.1114273811
2173	0.1114098117
2174	0.1113825234
2175	0.1113667441
2176	0.111335494
2177	0.111305568
2178	0.1112686034
2179	0.1112613654
2180	0.1112556121
2181	0.1112490489
2182	0.1112254745
2183	0.1112015902
2184	0.1111785886
2185	0.1111336135
2186	0.1111191276
2187	0.1110861706
2188	0.1110735651
2189	0.1110707673
2190	0.1110701194
2191	0.1110277227
2192	0.1110270926
2193	0.1110265083
2194	0.1110237976
2195	0.1110196414
2196	0.1110153219
2197	0.1109937189
2198	0.1109800736
2199	0.1109509475
2200	0.1109420324
2201	0.1109404343
2202	0.1109273263
2203	0.1109069938
2204	0.1108704659
2205	0.1108554128
2206	0.1108419224
2207	0.1108142541
2208	0.1107935745
2209	0.110769289
2210	0.1107562511
2211	0.1107186426
2212	0.1106838168
2213	0.1106708638
2214	0.1106361407
2215	0.1106278904
2216	0.110594312
2217	0.1105636708
2218	0.1105249944
2219	0.1104991786
2220	0.1104989092
2221	0.1104853553
2222	0.1104687033
2223	0.1104551632
2224	0.1104422682
2225	0.1104200389
2226	0.1103915932
2227	0.1103535016
2228	0.1102982807
2229	0.1102737116
2230	0.1102487407
2231	0.110237841
2232	0.1102049552
2233	0.1101813706
2234	0.1101777949
2235	0.1101775343
2236	0.1101451406
2237	0.1101210266
2238	0.1100804997
2239	0.1100471187
2240	0.1100459095
2241	0.1100219859
2242	0.1099863278
2243	0.1099778385
2244	0.1099553787
2245	0.1099179489
2246	0.1099128853
2247	0.1099053805
2248	0.1098884067
2249	0.1098879369
2250	0.1098663331
2251	0.1098518015
2252	0.1098350198
2253	0.1098197353
2254	0.1097888433
2255	0.1097737867
2256	0.109743232
2257	0.1097417845
2258	0.1097136902
2259	0.1097046947
2260	0.1096746314
2261	0.1096521986
2262	0.1096263799
2263	0.1095718776
2264	0.1095545826
2265	0.1095255391
2266	0.109524835
2267	0.1094788457
2268	0.1094493744
2269	0.1094250471
2270	0.109388697
2271	0.109345614
2272	0.1093416195
2273	0.1093164746
2274	0.109299539
2275	0.1092682715
2276	0.1092681564
2277	0.1092519112
2278	0.109223092
2279	0.1091953307
2280	0.1091749408
2281	0.1091401023
2282	0.1091076549
2283	0.1090653262
2284	0.1090577994
2285	0.1090377585
2286	0.1090142476
2287	0.1089840991
2288	0.1089576776
2289	0.1089425869
2290	0.1089271989
2291	0.1088953832
2292	0.1088699725
2293	0.1088374772
2294	0.1088276155
2295	0.1088138435
2296	0.1087981847
2297	0.1087917219
2298	0.1087513545
2299	0.1087329687
2300	0.1087324585
2301	0.108690611
2302	0.1086676821
2303	0.1086449316
2304	0.1086421863
2305	0.1086038669
2306	0.1085964906
2307	0.1085825943
2308	0.1085558239
2309	0.1085331787
2310	0.1085175422
2311	0.1085021578
2312	0.1084993335
2313	0.1084869924
2314	0.1084748558
2315	0.1084567125
2316	0.1084462351
2317	0.108422381
2318	0.1084066033
2319	0.1083976189
2320	0.1083872973
2321	0.1083837892
2322	0.1083436042
2323	0.108310701
2324	0.1082933571
2325	0.1082607973
2326	0.1082517355
2327	0.1082336514
2328	0.1082007331
2329	0.1081650747
2330	0.1081384546
2331	0.1081305548
2332	0.1081303354
2333	0.1081006581
2334	0.1080587597
2335	0.1080445309
2336	0.1080400218
2337	0.1080163371
2338	0.1079736243
2339	0.1079367398
2340	0.1078863091
2341	0.1078587672
2342	0.107842418
2343	0.1078354166
2344	0.1078203104
2345	0.1077660362
2346	0.107755588
2347	0.1077328932
2348	0.107731806
2349	0.1077307532
2350	0.1077289893
2351	0.1077055809
2352	0.1076655856
2353	0.1076606884
2354	0.1076460986
2355	0.1076324201
2356	0.1076319883
2357	0.1076217454
2358	0.1076074438
2359	0.1075892289
2360	0.1075843889
2361	0.1075741441
2362	0.1075621073
2363	0.1075279314
2364	0.1075196787
2365	0.1075103749
2366	0.1074861947
2367	0.1074698812
2368	0.1074694906
2369	0.1074431159
2370	0.1074248457
2371	0.1074195792
2372	0.1074183091
2373	0.1073916017
2374	0.1073656554
2375	0.1073645617
2376	0.1073517353
2377	0.1073131022
2378	0.1072829959
2379	0.1072823531
2380	0.1072644639
2381	0.1072629505
2382	0.1072553351
2383	0.1072540961
2384	0.1072247257
2385	0.1072064895
2386	0.1071797725
2387	0.1071454808
2388	0.1071420147
2389	0.1071230588
2390	0.1071001864
2391	0.1070801558
2392	0.1070690497
2393	0.1070548935
2394	0.1070436759
2395	0.1070423733
2396	0.1070120785
2397	0.1069992903
2398	0.1069907602
2399	0.1069668531
2400	0.1069365638
2401	0.1069350432
2402	0.1069224326
2403	0.1069019255
2404	0.1068651977
2405	0.1068522799
2406	0.1068096425
2407	0.1068063303
2408	0.1068051093
2409	0.1067752757
2410	0.1067705316
2411	0.106721676
2412	0.1067185533
2413	0.1066970243
2414	0.1066691846
2415	0.1066528434
2416	0.1066204469
2417	0.1065775622
2418	0.1065737577
2419	0.1065499501
2420	0.1065388311
2421	0.1065253369
2422	0.1065130962
2423	0.1065086882
2424	0.1064954634
2425	0.1064835484
2426	0.1064681344
2427	0.1064241508
2428	0.1064232821
2429	0.1064081723
2430	0.1064047396
2431	0.106401676
2432	0.1063703511
2433	0.1063521087
2434	0.1063304085
2435	0.1063112196
2436	0.1062829351
2437	0.106281988
2438	0.1062513169
2439	0.1061942557
2440	0.1061549273
2441	0.1061119052
2442	0.1060822575
2443	0.1060446172
2444	0.1060435075
2445	0.1060129416
2446	0.106011069
2447	0.1059890676
2448	0.1059841259
2449	0.1059821467
2450	0.1059742797
2451	0.1059690491
2452	0.1059389794
2453	0.1059105648
2454	0.1058748322
2455	0.1058407003
2456	0.1058203411
2457	0.10579757
2458	0.105788176
2459	0.1057772123
2460	0.1057671333
2461	0.1057426959
2462	0.1057202178
2463	0.105683282
2464	0.1056378976
2465	0.1055843489
2466	0.105570908
2467	0.1055698552
2468	0.1055543814
2469	0.1055517582
2470	0.1055210052
2471	0.1055103601
2472	0.1054734678
2473	0.1054727683
2474	0.1054671425
2475	0.1054625024
2476	0.1054384443
2477	0.1054201395
2478	0.1054115746
2479	0.105392738
2480	0.1053776041
2481	0.1053439966
2482	0.1053296813
2483	0.1053149825
2484	0.1053077881
2485	0.1052834908
2486	0.1052718079
2487	0.1052416203
2488	0.1052235578
2489	0.1051736345
2490	0.10517105
2491	0.1051695745
2492	0.1051473551
2493	0.1051149285
2494	0.1050957786
2495	0.105095438
2496	0.1050826824
2497	0.1050558081
2498	0.1050302728
2499	0.1050097351
2500	0.1049956626
2501	0.1049798643
2502	0.1049658409
2503	0.1049269701
2504	0.1049003573
2505	0.1048796326
2506	0.1048696677
2507	0.1048489741
2508	0.1048267409
2509	0.104817936
2510	0.1047956458
2511	0.1047853202
2512	0.1047846836
2513	0.104774222
2514	0.1047372025
2515	0.1047113835
2516	0.1046797411
2517	0.1046793791
2518	0.1046240092
2519	0.1046025645
2520	0.1045866
2521	0.1045598666
2522	0.1045480416
2523	0.1045384445
2524	0.1045104979
2525	0.1044811839
2526	0.1044573813
2527	0.1044486994
2528	0.1044381174
2529	0.1043961757
2530	0.1043879695
2531	0.104386202
2532	0.1043526265
2533	0.1043344135
2534	0.1043139144
2535	0.1043025088
2536	0.1042886978
2537	0.1042856126
2538	0.1042663493
2539	0.1042484797
2540	0.1042147434
2541	0.1041736377
2542	0.1041529148
2543	0.1041368795
2544	0.1041013942
2545	0.1040809908
2546	0.104080028
2547	0.1040696345
2548	0.1040474597
2549	0.1040448864
2550	0.104044695
2551	0.1040248967
2552	0.1039910852
2553	0.1039894771
2554	0.1039750263
2555	0.103965062
2556	0.1039373971
2557	0.1039370903
2558	0.1039174307
2559	0.1039151708
2560	0.1039081406
2561	0.1038997976
2562	0.1038988183
2563	0.1038704122
2564	0.1038693428
2565	0.1038679201
2566	0.1038673695
2567	0.1038248602
2568	0.1038245475
2569	0.1037918216
2570	0.1037716157
2571	0.1037650675
2572	0.1037341116
2573	0.1037149789
2574	0.1036938178
2575	0.1036830269
2576	0.1036725675
2577	0.1036298422
2578	0.1036091009
2579	0.1036027508
2580	0.1035650329
2581	0.1035621042
2582	0.1035460469
2583	0.1035085983
2584	0.1034862644
2585	0.1034724376
2586	0.1034589537
2587	0.1034538682
2588	0.1034198124
2589	0.1033934127
2590	0.1033806533
2591	0.1033557123
2592	0.1033445333
2593	0.1033440422
2594	0.1032980193
2595	0.1032854019
2596	0.1032825398
2597	0.1032822326
2598	0.1032469556
2599	0.1032395972
2600	0.1032217165
2601	0.103221394
2602	0.1031904103
2603	0.1031510323
2604	0.1031429172
2605	0.1031308146
2606	0.1031124542
2607	0.1030903831
2608	0.1030839308
2609	0.1030340552
2610	0.103001247
2611	0.1029803689
2612	0.1029496923
2613	0.1029297862
2614	0.1028948292
2615	0.1028627584
2616	0.1028597203
2617	0.1028383047
2618	0.1028038641
2619	0.1027934661
2620	0.1027799712
2621	0.1027796364
2622	0.1027786035
2623	0.1027534398
2624	0.1027524786
2625	0.1027377814
2626	0.1027182982
2627	0.1026983106
2628	0.1026951758
2629	0.1026747013
2630	0.1026741999
2631	0.1026398675
2632	0.1026200819
2633	0.1025751319
2634	0.1025615833
2635	0.1025343807
2636	0.1025337066
2637	0.1025148209
2638	0.1024834698
2639	0.1024816632
2640	0.1024620327
2641	0.1024409792
2642	0.1024075879
2643	0.1023775401
2644	0.1023517717
2645	0.102338201
2646	0.102333179
2647	0.1023146002
2648	0.1023075699
2649	0.1023057427
2650	0.102296562
2651	0.1022734868
2652	0.1022712281
2653	0.1022462412
2654	0.1022111187
2655	0.1021717173
2656	0.1021680106
2657	0.1021593431
2658	0.1021591622
2659	0.1021290696
2660	0.102092369
2661	0.1020874189
2662	0.1020660247
2663	0.1020262496
2664	0.1020260436
2665	0.1020148754
2666	0.1019936522
2667	0.1019784798
2668	0.1019701357
2669	0.1019677321
2670	0.1019585001
2671	0.1019399618
2672	0.1019172421
2673	0.1018972338
2674	0.1018946694
2675	0.1018670242
2676	0.101832795
2677	0.1018306893
2678	0.1018279824
2679	0.1018165616
2680	0.1018071589
2681	0.1017620725
2682	0.101761376
2683	0.1017545987
2684	0.1017289956
2685	0.101715952
2686	0.1017152741
2687	0.1016714731
2688	0.1016474225
2689	0.101639014
2690	0.1016143936
2691	0.1016003613
2692	0.1015902334
2693	0.1015575728
2694	0.1015567791
2695	0.1015507123
2696	0.1015306998
2697	0.1014988024
2698	0.1014850853
2699	0.1014641143
2700	0.1014636109
2701	0.1014561883
2702	0.1014485383
2703	0.1014328145
2704	0.1014240469
2705	0.101423096
2706	0.1014083158
2707	0.1014080951
2708	0.1014073926
2709	0.1013959262
2710	0.1013694772
2711	0.1013603838
2712	0.1013386022
2713	0.1012909601
2714	0.1012827905
2715	0.1012655273
2716	0.1012255547
2717	0.101182047
2718	0.1011679728
2719	0.1011118586
2720	0.1011028177
2721	0.1010594058
2722	0.1010434882
2723	0.1010380978
2724	0.1010216349
2725	0.1010062013
2726	0.1009921531
2727	0.1009646518
2728	0.1009414175
2729	0.1009323086
2730	0.1009102617
2731	0.1008824692
2732	0.1008387004
2733	0.1008311107
2734	0.1008084764
2735	0.1008001323
2736	0.1007724641
2737	0.1007616289
2738	0.1007365329
2739	0.1007263436
2740	0.1007115871
2741	0.1006770202
2742	0.1006521807
2743	0.1006479277
2744	0.1006411019
2745	0.1006320266
2746	0.1006315006
2747	0.1006035166
2748	0.1005862428
2749	0.1005819789
2750	0.1005689283
2751	0.1005564786
2752	0.1005561963
2753	0.1005412604
2754	0.1005170576
2755	0.1004927625
2756	0.1004750883
2757	0.1004701901
2758	0.1004519216
2759	0.1004447936
2760	0.1003956633
2761	0.1003875039
2762	0.1003684805
2763	0.1003615277
2764	0.1003610144
2765	0.1003475893
2766	0.1003225778
2767	0.1003034259
2768	0.1002658758
2769	0.1002512674
2770	0.1002264776
2771	0.1001999381
2772	0.1001702524
2773	0.100140135
2774	0.1001129248
2775	0.100102801
2776	0.1000763976
2777	0.1000626318
2778	0.1000364769
2779	0.100016731
2780	0.1000164946
2781	0.09999778018
2782	0.09996427476
2783	0.09995283966
2784	0.09991820568
2785	0.09991771962
2786	0.09989240181
2787	0.09988325492
2788	0.09985481056
2789	0.09982259544
2790	0.0998112857
2791	0.09978868462
2792	0.09976848946
2793	0.09976389038
2794	0.09973845445
2795	0.0997119968
2796	0.09971064182
2797	0.09970409627
2798	0.09969580885
2799	0.09969210867
2800	0.09966109248
2801	0.09965932097
2802	0.09964725312
2803	0.09963992041
2804	0.09962136215
2805	0.09962091833
2806	0.09960499896
2807	0.09960473206
2808	0.09959547752
2809	0.09957970815
2810	0.09956523918
2811	0.09955554119
2812	0.09954656628
2813	0.0995404866
2814	0.09953838865
2815	0.09951445087
2816	0.09949693805
2817	0.09948004379
2818	0.09945648726
2819	0.0994531971
2820	0.09943607355
2821	0.09941685322
2822	0.09939557551
2823	0.09936310742
2824	0.09936109002
2825	0.09934682194
2826	0.09933858372
2827	0.09931381114
2828	0.09930258918
2829	0.09929391232
2830	0.09926573975
2831	0.09923865364
2832	0.09922953283
2833	0.09921059177
2834	0.09919648199
2835	0.09919051747
2836	0.09918241078
2837	0.09918199921
2838	0.09915570966
2839	0.09913194724
2840	0.09911800793
2841	0.09911535346
2842	0.09910384946
2843	0.09908558429
2844	0.09907484949
2845	0.09905678241
2846	0.09904535421
2847	0.0990324663
2848	0.09903190534
2849	0.09902692446
2850	0.09900732385
2851	0.09899448576
2852	0.09896144814
2853	0.09893978772
2854	0.09892359426
2855	0.09890787186
2856	0.09887160298
2857	0.09886657826
2858	0.09884836084
2859	0.09882289982
2860	0.09880805475
2861	0.09880627256
2862	0.09879510173
2863	0.09879348327
2864	0.09878463822
2865	0.09876485207
2866	0.09875998408
2867	0.09875161091
2868	0.0987180749
2869	0.09870978262
2870	0.09869592292
2871	0.0986809713
2872	0.0986791481
2873	0.09867642074
2874	0.09867431255
2875	0.09864159593
2876	0.09864008065
2877	0.09863854022
2878	0.09863180767
2879	0.0986236765
2880	0.0986112353
2881	0.09858909121
2882	0.09858444545
2883	0.09856711308
2884	0.09856687071
2885	0.09854311049
2886	0.0985298696
2887	0.09849787074
2888	0.09847274362
2889	0.09845233808
2890	0.09844571536
2891	0.09844523868
2892	0.09843045244
2893	0.09840055216
2894	0.09839887309
2895	0.09834833911
2896	0.09833455145
2897	0.09829719273
2898	0.09825452809
2899	0.09824298269
2900	0.09821451796
2901	0.09820523624
2902	0.09819033082
2903	0.09817222218
2904	0.0981483292
2905	0.09811634924
2906	0.09809869339
2907	0.09807510232
2908	0.09806891223
2909	0.09803907808
2910	0.09802925901
2911	0.09802289781
2912	0.09799852356
2913	0.09797767415
2914	0.0979723921
2915	0.09795917551
2916	0.09795608079
2917	0.09794535947
2918	0.09791757407
2919	0.09790512786
2920	0.09790426824
2921	0.09788304454
2922	0.09785958418
2923	0.09784577707
