iter	RMSE
1370	0.1353598092
1371	0.1353112544
1372	0.1352840995
1373	0.1352527771
1374	0.135210038
1375	0.1351517591
1376	0.1351002892
1377	0.1350650818
1378	0.1350090893
1379	0.1349656554
1380	0.1349451774
1381	0.1349046128
1382	0.1348772953
1383	0.1348340097
1384	0.1347605879
1385	0.1346872631
1386	0.1346418385
1387	0.1346122997
1388	0.1345895973
1389	0.1345850117
1390	0.1345268204
1391	0.1345220818
1392	0.1344900304
1393	0.1344269326
1394	0.1343551375
1395	0.134286211
1396	0.134236254
1397	0.1342326428
1398	0.1342316726
1399	0.1341893888
1400	0.1341217347
1401	0.1340728929
1402	0.1340266419
1403	0.1339471587
1404	0.1339015872
1405	0.1338792365
1406	0.1338460751
1407	0.1337865059
1408	0.133741519
1409	0.1336835501
1410	0.1336435391
1411	0.1336066641
1412	0.1335768308
1413	0.1335513373
1414	0.1335385742
1415	0.1335110447
1416	0.1334885229
1417	0.133448438
1418	0.1333768929
1419	0.1333441593
1420	0.133326122
1421	0.133299899
1422	0.1332346537
1423	0.1332053787
1424	0.1331593401
1425	0.1331101448
1426	0.1330749623
1427	0.1330459001
1428	0.133007511
1429	0.1329645096
1430	0.1329286319
1431	0.1328640547
1432	0.1328415886
1433	0.13279747
1434	0.1327727849
1435	0.1327515704
1436	0.1327120762
1437	0.1326561175
1438	0.1325829074
1439	0.1325591091
1440	0.1324809546
1441	0.1324153833
1442	0.1323475746
1443	0.1322775283
1444	0.1322113038
1445	0.1321778417
1446	0.1321460027
1447	0.1320828516
1448	0.1320320027
1449	0.1319778956
1450	0.1319169313
1451	0.1318741922
1452	0.1318072831
1453	0.1317600017
1454	0.1317200594
1455	0.1316772362
1456	0.1316659915
1457	0.1316641895
1458	0.1316251498
1459	0.1315802589
1460	0.1315520614
1461	0.1315285702
1462	0.1314817843
1463	0.1314433681
1464	0.1314126868
1465	0.1313761722
1466	0.1313501059
1467	0.1313436854
1468	0.1313033402
1469	0.1312687299
1470	0.1312263994
1471	0.1312008352
1472	0.1311561975
1473	0.1311120963
1474	0.1310485246
1475	0.130986577
1476	0.1309286688
1477	0.130871769
1478	0.1308035427
1479	0.1307585923
1480	0.1307507371
1481	0.1306987628
1482	0.1306633243
1483	0.1306308042
1484	0.1306177497
1485	0.1306044693
1486	0.1305724508
1487	0.130537411
1488	0.1305007961
1489	0.1304708868
1490	0.1304139752
1491	0.1303679591
1492	0.1303496614
1493	0.1302791694
1494	0.1302729372
1495	0.1302484408
1496	0.1301951046
1497	0.1301672389
1498	0.1300843803
1499	0.1300356345
1500	0.1300333176
1501	0.1300286453
1502	0.1299875824
1503	0.1299084269
1504	0.1298588386
1505	0.1298098465
1506	0.1297387394
1507	0.1297238126
1508	0.1296688231
1509	0.1296338042
1510	0.1296079249
1511	0.1295250227
1512	0.1295070027
